StartTime(UTC),EndTime(UTC),TimeZone,LocationLat,LocationLng,Distance(mi),AirportCode,Number,Street,Side,City,County,State,ZipCode
8/1/2016 20:49,8/1/2016 21:04,US/Pacific,39.287228,-120.94294,0,KGOO,18873,State Highway 20,R,Nevada City,Nevada,CA,95959
8/1/2016 20:51,8/1/2016 22:21,US/Pacific,38.712681,-120.838943,0,KPVF,,El Dorado Fwy W,R,Placerville,El Dorado,CA,95667
8/1/2016 20:18,8/1/2016 21:19,US/Pacific,37.766315,-122.405258,0,KSFO,,Central Fwy,R,San Francisco,San Francisco,CA,94103
8/1/2016 21:21,8/1/2016 21:32,US/Pacific,39.438271,-123.356514,0,KUKI,24913,N Highway 101,R,Willits,Mendocino,CA,95490
8/1/2016 21:21,8/1/2016 21:32,US/Pacific,37.798874,-122.44323,0,KSFO,2535,Lombard St,L,San Francisco,San Francisco,CA,94123
8/1/2016 20:35,8/1/2016 21:30,US/Pacific,38.154411,-122.4263,0,KO69,5148,Sears Point Rd,R,Sonoma,Sonoma,CA,95476
8/1/2016 21:10,8/1/2016 21:28,US/Pacific,37.737892,-122.408043,0,KSFO,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94124
8/1/2016 20:50,8/1/2016 21:32,US/Pacific,38.141869,-122.364052,0,KAPC,,Sears Point Rd,R,Vallejo,Solano,CA,94592
8/1/2016 21:16,8/1/2016 21:27,US/Pacific,37.833221,-122.294678,0,KOAK,,I-580 E,R,Emeryville,Alameda,CA,94608
8/1/2016 21:22,8/1/2016 21:32,US/Pacific,37.45512,-122.252548,0,KSQL,3789,Farm Hill Blvd,L,Redwood City,San Mateo,CA,94061
8/1/2016 20:56,8/1/2016 21:30,US/Pacific,37.632828,-122.085426,0,KHWD,,Nimitz Fwy S,R,Hayward,Alameda,CA,94545
8/1/2016 20:53,8/1/2016 21:30,US/Pacific,38.572475,-121.588463,0,KEDU,,I-80 W,R,Davis,Yolo,CA,95618
8/1/2016 21:11,8/1/2016 21:31,US/Pacific,37.783199,-121.196815,0,KSCK,,CA-120 E,R,Manteca,San Joaquin,CA,95337
8/1/2016 21:10,8/1/2016 21:32,US/Pacific,37.521645,-120.848976,0,KMOD,,Geer Rd,R,Turlock,Stanislaus,CA,95382
8/1/2016 21:24,8/1/2016 22:09,US/Pacific,37.87159,-122.507133,0,KSFO,,N Bridge Blvd,R,Sausalito,Marin,CA,94965
8/1/2016 21:01,8/1/2016 21:41,US/Pacific,38.154968,-122.421021,0,KO69,5433,Sears Point Rd,R,Sonoma,Sonoma,CA,95476
8/1/2016 21:27,8/1/2016 21:41,US/Pacific,38.304314,-122.03373,0,KSUU,,I-80 E,R,Fairfield,Solano,CA,94533
8/1/2016 20:53,8/1/2016 21:41,US/Pacific,38.57222,-121.589897,0,KEDU,,I-80 W,R,Davis,Yolo,CA,95618
8/1/2016 21:26,8/1/2016 21:51,US/Pacific,37.080509,-121.19545,0,KMCE,,Pacheco Pass Hwy,R,Los Banos,Merced,CA,93635
8/1/2016 21:44,8/1/2016 21:58,US/Pacific,38.117943,-122.303368,0,KAPC,,Sears Point Rd,R,Vallejo,Solano,CA,94592
8/1/2016 20:53,8/1/2016 21:55,US/Pacific,38.563484,-121.638687,0,KEDU,,I-80 W,R,Davis,Yolo,CA,95618
8/1/2016 21:36,8/1/2016 22:00,US/Pacific,38.620243,-121.267471,0,KMHR,2261,Sunrise Blvd,R,Gold River,Sacramento,CA,95670
8/1/2016 21:47,8/1/2016 21:58,US/Pacific,37.514648,-120.848961,0,KMOD,2,W Tuolumne Rd,R,Turlock,Stanislaus,CA,95382
8/1/2016 21:53,8/1/2016 22:05,US/Pacific,37.642166,-122.09211,0,KHWD,,Nimitz Fwy S,R,Hayward,Alameda,CA,94545
8/1/2016 21:54,8/1/2016 22:07,US/Pacific,37.298588,-121.922676,0,KSJC,1354,Leigh Ave,R,San Jose,Santa Clara,CA,95125
8/1/2016 21:55,8/1/2016 22:10,US/Pacific,38.642601,-121.427704,0,KMCC,,I-80 W,R,Sacramento,Sacramento,CA,95838
8/1/2016 22:08,8/1/2016 22:19,US/Pacific,37.790886,-122.385628,0,KOAK,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94111
8/1/2016 21:57,8/1/2016 22:21,US/Pacific,38.140526,-122.35984,0,KAPC,,Sears Point Rd,R,Vallejo,Solano,CA,94592
8/1/2016 22:02,8/1/2016 22:21,US/Pacific,37.145721,-121.985062,0,KSJC,21998,Santa Cruz Hwy,L,Los Gatos,Santa Clara,CA,95033
8/1/2016 22:06,8/1/2016 22:17,US/Pacific,37.233887,-121.971191,0,KSJC,,CA-17 N,R,Los Gatos,Santa Clara,CA,95032
8/1/2016 22:10,8/1/2016 23:25,US/Pacific,37.778515,-121.318405,0,KSCK,995,W Manthey Rd,R,Lathrop,San Joaquin,CA,95330
8/1/2016 21:04,8/1/2016 22:22,US/Pacific,38.728252,-120.805,0,KPVF,,US-50 W,R,Placerville,El Dorado,CA,95667
8/1/2016 22:15,8/1/2016 22:31,US/Pacific,37.252937,-121.858788,0,KRHV,,Thornwood Dr,R,San Jose,Santa Clara,CA,95123
8/1/2016 22:20,8/1/2016 23:35,US/Pacific,38.496391,-121.446472,0,KSAC,,CA-99 S,R,Sacramento,Sacramento,CA,95823
8/1/2016 22:19,8/1/2016 23:34,US/Pacific,38.553017,-121.374863,0,KMHR,3113,S Watt Ave,L,Sacramento,Sacramento,CA,95826
8/1/2016 22:18,8/1/2016 23:33,US/Pacific,38.633121,-121.336754,0,KMCC,3798,Garfield Ave,R,Carmichael,Sacramento,CA,95608
8/1/2016 22:30,8/1/2016 22:41,US/Pacific,39.523251,-123.397697,0,KUKI,30956,N Highway 101,R,Willits,Mendocino,CA,95490
8/1/2016 21:48,8/1/2016 22:43,US/Pacific,39.418388,-123.354782,0,KUKI,301,N Main St,R,Willits,Mendocino,CA,95490
8/1/2016 22:26,8/1/2016 22:42,US/Pacific,37.799683,-122.446198,0,KSFO,,Richardson Ave,R,San Francisco,San Francisco,CA,94123
8/1/2016 22:22,8/1/2016 22:40,US/Pacific,38.06934,-122.22673,0,KAPC,,Carquinez Brg E,R,Vallejo,Solano,CA,94591
8/1/2016 22:24,8/1/2016 23:39,US/Pacific,38.644695,-121.272003,0,KMHR,,Sunrise Blvd,R,Fair Oaks,Sacramento,CA,95628
8/1/2016 22:29,8/1/2016 22:42,US/Pacific,38.729698,-120.801483,0,KPVF,,US-50 W,R,Placerville,El Dorado,CA,95667
8/1/2016 21:18,8/1/2016 22:50,US/Pacific,37.827377,-122.297005,0,KOAK,,I-80 W,R,Oakland,Alameda,CA,94607
8/1/2016 21:16,8/1/2016 22:49,US/Pacific,37.83149,-122.293922,0,KOAK,,I-580 E,R,Oakland,Alameda,CA,94607
8/1/2016 22:39,8/1/2016 23:54,US/Pacific,38.592022,-121.551941,0,KSAC,,Reed Ave,R,West Sacramento,Yolo,CA,95605
8/1/2016 22:37,8/1/2016 23:52,US/Pacific,38.609562,-121.540512,0,KMCC,,I-80 W,R,Sacramento,Sacramento,CA,95833
8/1/2016 22:36,8/1/2016 23:51,US/Pacific,38.792751,-121.294945,0,KMCC,,CA-65 S,R,Roseville,Placer,CA,95678
8/1/2016 22:12,8/1/2016 22:45,US/Pacific,38.653214,-121.225494,0,KMHR,,Sunset Ave,R,Fair Oaks,Sacramento,CA,95628
8/1/2016 22:35,8/1/2016 23:50,US/Pacific,38.816654,-121.189018,0,KLHM,,I-80 E,R,Loomis,Placer,CA,95650
8/1/2016 22:38,8/1/2016 23:00,US/Pacific,39.412155,-123.354477,0,KUKI,11,S Main St,R,Willits,Mendocino,CA,95490
8/1/2016 22:47,8/1/2016 23:00,US/Pacific,37.766975,-122.405128,0,KSFO,,Central Fwy,R,San Francisco,San Francisco,CA,94103
8/1/2016 22:47,8/1/2016 22:58,US/Pacific,37.233887,-121.971191,0,KSJC,,CA-17 N,R,Los Gatos,Santa Clara,CA,95032
8/1/2016 22:22,8/1/2016 23:01,US/Pacific,39.139027,-121.590446,0,KMYV,400,E St,L,Marysville,Yuba,CA,95901
8/1/2016 22:37,8/1/2016 23:00,US/Pacific,38.591568,-121.445648,0,KMCC,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95815
8/1/2016 22:44,8/1/2016 23:59,US/Pacific,37.762814,-121.435036,0,KSCK,,I-205 E,R,Tracy,San Joaquin,CA,95304
8/1/2016 22:46,8/2/2016 0:01,US/Pacific,38.673271,-121.32795,0,KMCC,,Manzanita Ave,R,Citrus Heights,Sacramento,CA,95621
8/1/2016 22:57,8/2/2016 0:12,US/Pacific,38.623131,-121.266632,0,KMHR,11298,Trinity River Dr,L,Rancho Cordova,Sacramento,CA,95670
8/1/2016 23:10,8/1/2016 23:21,US/Pacific,39.337746,-121.684204,0,KOVE,2,Wright Ave,R,Gridley,Butte,CA,95948
8/1/2016 23:03,8/2/2016 0:18,US/Pacific,38.603516,-121.434662,0,KMCC,,Arden Way,R,Sacramento,Sacramento,CA,95815
8/1/2016 23:09,8/1/2016 23:21,US/Pacific,38.663033,-121.272224,0,KMHR,5333,Sunrise Blvd,L,Fair Oaks,Sacramento,CA,95628
8/1/2016 22:42,8/1/2016 23:21,US/Pacific,38.644802,-121.272179,0,KMHR,4375,Sunrise Blvd,L,Fair Oaks,Sacramento,CA,95628
8/1/2016 23:02,8/1/2016 23:21,US/Pacific,38.749592,-121.264137,0,KMCC,,N Sunrise Ave,R,Roseville,Placer,CA,95661
8/1/2016 23:06,8/2/2016 0:21,US/Pacific,38.656776,-120.998306,0,KPVF,,Cambridge Rd,R,Shingle Springs,El Dorado,CA,95682
8/1/2016 22:38,8/1/2016 23:25,US/Pacific,39.414181,-123.354538,0,KUKI,105,N Main St,R,Willits,Mendocino,CA,95490
8/1/2016 23:12,8/1/2016 23:28,US/Pacific,37.773071,-122.418709,0,KSFO,2,Otis St,R,San Francisco,San Francisco,CA,94103
8/1/2016 20:18,8/1/2016 23:28,US/Pacific,37.766315,-122.405258,0,KSFO,,Central Fwy,R,San Francisco,San Francisco,CA,94103
8/1/2016 23:03,8/1/2016 23:28,US/Pacific,37.61734,-122.074097,0,KHWD,,Industrial Pkwy W,R,Union City,Alameda,CA,94587
8/1/2016 22:58,8/1/2016 23:29,US/Pacific,38.64502,-121.271927,0,KMHR,,Sunrise Blvd,R,Fair Oaks,Sacramento,CA,95628
8/1/2016 21:48,8/1/2016 23:40,US/Pacific,39.409458,-123.353874,0,KUKI,100,E Valley St,R,Willits,Mendocino,CA,95490
8/1/2016 23:29,8/1/2016 23:40,US/Pacific,37.769302,-122.410866,0,KSFO,,Bryant St,R,San Francisco,San Francisco,CA,94103
8/1/2016 23:22,8/1/2016 23:39,US/Pacific,37.766975,-122.405128,0,KSFO,,Central Fwy,R,San Francisco,San Francisco,CA,94103
8/1/2016 23:16,8/1/2016 23:39,US/Pacific,39.327839,-122.034683,0,KMYV,4563,State Highway 45,L,Colusa,Colusa,CA,95932
8/1/2016 23:24,8/2/2016 0:39,US/Pacific,38.47427,-121.422974,0,KSAC,,CA-99 S,R,Sacramento,Sacramento,CA,95823
8/1/2016 23:20,8/2/2016 0:35,US/Pacific,37.904747,-121.223038,0,KSCK,,CA-99 S,R,Stockton,San Joaquin,CA,95215
8/1/2016 23:38,8/1/2016 23:50,US/Pacific,38.253277,-122.639938,0,KO69,,US-101 N,R,Petaluma,Sonoma,CA,94954
8/1/2016 23:40,8/2/2016 0:10,US/Pacific,37.789341,-122.25428,0,KOAK,,I-880 N,R,Oakland,Alameda,CA,94606
8/1/2016 23:39,8/1/2016 23:50,US/Pacific,37.788963,-122.252548,0,KOAK,,I-880 N,R,Oakland,Alameda,CA,94606
8/1/2016 23:39,8/2/2016 0:09,US/Pacific,38.327255,-122.022469,0,KVCB,,I-80 E,R,Vacaville,Solano,CA,95688
8/1/2016 23:40,8/2/2016 0:10,US/Pacific,37.701717,-121.889565,0,KLVK,,I-580 W,R,Dublin,Alameda,CA,94568
8/1/2016 23:31,8/1/2016 23:49,US/Pacific,38.491035,-121.440506,0,KSAC,,CA-99 N,R,Sacramento,Sacramento,CA,95823
8/1/2016 23:29,8/1/2016 23:46,US/Pacific,38.486538,-121.435989,0,KSAC,,CA-99 N,R,Sacramento,Sacramento,CA,95823
8/1/2016 23:35,8/2/2016 0:50,US/Pacific,38.644699,-121.272118,0,KMHR,,Sunrise Blvd,R,Fair Oaks,Sacramento,CA,95628
8/1/2016 23:32,8/2/2016 0:47,US/Pacific,39.10466,-121.076469,0,KGOO,10951,Oak Dr,R,Grass Valley,Nevada,CA,95949
8/1/2016 23:41,8/2/2016 0:11,US/Pacific,37.591568,-122.363731,0,KSFO,,Bayshore Fwy S,R,Burlingame,San Mateo,CA,94010
8/1/2016 23:41,8/2/2016 0:11,US/Pacific,37.870251,-122.304703,0,KOAK,,I-580 W,R,Berkeley,Alameda,CA,94710
8/1/2016 23:34,8/1/2016 23:54,US/Pacific,37.637356,-122.088661,0,KHWD,,Nimitz Fwy S,R,Hayward,Alameda,CA,94545
8/1/2016 23:43,8/1/2016 23:56,US/Pacific,38.327709,-122.022186,0,KVCB,,I-80 E,R,Vacaville,Solano,CA,95688
8/1/2016 23:29,8/1/2016 23:55,US/Pacific,37.233887,-121.971191,0,KSJC,,CA-17 N,R,Los Gatos,Santa Clara,CA,95032
8/1/2016 23:46,8/1/2016 23:57,US/Pacific,36.91214,-121.754295,0,KWVI,1,Carr St,L,Watsonville,Santa Cruz,CA,95076
8/1/2016 23:44,8/2/2016 0:59,US/Pacific,37.762814,-121.435036,0,KSCK,,I-205 E,R,Tracy,San Joaquin,CA,95304
8/1/2016 23:42,8/2/2016 0:57,US/Pacific,38.574299,-121.407112,0,KMCC,,Fair Oaks Blvd,R,Sacramento,Sacramento,CA,95825
8/1/2016 23:43,8/2/2016 0:58,US/Pacific,38.540508,-121.366684,0,KMHR,4016,Glen Innes Way,L,Sacramento,Sacramento,CA,95826
8/1/2016 23:52,8/2/2016 0:11,US/Pacific,37.785709,-122.244514,0,KOAK,,Nimitz Fwy S,R,Oakland,Alameda,CA,94606
8/1/2016 23:58,8/2/2016 0:09,US/Pacific,37.236397,-121.969971,0,KSJC,,CA-17 S,R,Los Gatos,Santa Clara,CA,95032
8/2/2016 0:01,8/2/2016 0:12,US/Pacific,38.514305,-121.462158,0,KSAC,,CA-99 S,R,Sacramento,Sacramento,CA,95824
8/1/2016 23:55,8/2/2016 1:55,US/Pacific,39.370731,-121.10218,0,KGOO,29471,State Highway 49,R,North San Juan,Nevada,CA,95960
8/1/2016 23:54,8/2/2016 1:54,US/Pacific,39.100475,-121.084999,0,KGOO,17401,Cherry Creek Rd,R,Grass Valley,Nevada,CA,95949
8/2/2016 0:06,8/2/2016 0:18,US/Pacific,37.489834,-122.215721,0,KSQL,,Bayshore Fwy S,R,Redwood City,San Mateo,CA,94063
8/2/2016 0:10,8/2/2016 0:21,US/Pacific,37.925285,-122.087914,0,KCCR,1622,Pleasant Hill Rd,L,Pleasant Hill,Contra Costa,CA,94523
8/2/2016 0:06,8/2/2016 0:21,US/Pacific,37.911366,-122.046242,0,KCCR,,Ygnacio Valley Rd,R,Walnut Creek,Contra Costa,CA,94598
8/2/2016 0:08,8/2/2016 0:21,US/Pacific,37.004009,-121.549774,0,KE16,957,Pacheco Pass Hwy,L,Gilroy,Santa Clara,CA,95020
8/2/2016 0:02,8/2/2016 0:51,US/Pacific,38.510693,-121.460251,0,KSAC,,CA-99 S,R,Sacramento,Sacramento,CA,95824
8/2/2016 0:05,8/2/2016 1:20,US/Pacific,38.460133,-121.371742,0,KMHR,,Brittany Park Dr,R,Sacramento,Sacramento,CA,95829
8/2/2016 0:06,8/2/2016 1:21,US/Pacific,38.643349,-121.114876,0,KMHR,,El Dorado Fwy W,R,Folsom,Sacramento,CA,95630
8/2/2016 0:08,8/2/2016 1:23,US/Pacific,38.660484,-120.979012,0,KPVF,3901,Lancelot Ct,L,Cameron Park,El Dorado,CA,95682
8/2/2016 0:12,8/2/2016 0:27,US/Pacific,37.532604,-121.938591,0,KNUQ,,I-680 S,R,Fremont,Alameda,CA,94539
8/2/2016 0:21,8/2/2016 1:36,US/Pacific,38.347923,-121.53521,0,KSAC,11194,State Highway 160,L,Courtland,Sacramento,CA,95615
8/2/2016 0:08,8/2/2016 0:30,US/Pacific,38.492889,-121.457687,0,KSAC,7290,Franklin Blvd,R,Sacramento,Sacramento,CA,95823
8/1/2016 23:41,8/2/2016 0:30,US/Pacific,37.783203,-121.199219,0,KSCK,,CA-120 E,R,Manteca,San Joaquin,CA,95337
8/2/2016 0:26,8/2/2016 0:38,US/Pacific,39.405014,-123.352188,0,KUKI,2,E Oak St,L,Willits,Mendocino,CA,95490
8/2/2016 0:23,8/2/2016 0:34,US/Pacific,38.252411,-122.638268,0,KO69,,US-101 N,R,Petaluma,Sonoma,CA,94954
8/2/2016 0:13,8/2/2016 0:35,US/Pacific,38.149746,-122.56617,0,KDVO,,Redwood Hwy,R,Novato,Marin,CA,94945
8/2/2016 0:22,8/2/2016 0:37,US/Pacific,38.240452,-122.06102,0,KSUU,,State Highway 12,R,Fairfield,Solano,CA,94533
8/2/2016 0:16,8/2/2016 0:35,US/Pacific,37.871384,-122.042473,0,KCCR,,I-680 S,R,Alamo,Contra Costa,CA,94507
8/1/2016 23:43,8/2/2016 0:38,US/Pacific,38.330341,-122.020515,0,KVCB,,I-80 E,R,Vacaville,Solano,CA,95688
8/2/2016 0:17,8/2/2016 0:38,US/Pacific,38.153194,-121.671539,0,KSUU,19233,State Highway 12,R,Isleton,Sacramento,CA,95641
8/2/2016 0:01,8/2/2016 0:38,US/Pacific,38.511173,-121.460495,0,KSAC,,CA-99 S,R,Sacramento,Sacramento,CA,95824
8/2/2016 0:21,8/2/2016 1:36,US/Pacific,38.644032,-121.378464,0,KMCC,,Capital City Fwy E,R,Sacramento,Sacramento,CA,95841
8/2/2016 0:23,8/2/2016 2:23,US/Pacific,38.145718,-121.261368,0,KSCK,,E Turner Rd,R,Lodi,San Joaquin,CA,95240
8/2/2016 0:26,8/2/2016 0:37,US/Pacific,37.950748,-121.237625,0,KSCK,,CA-99 N,R,Stockton,San Joaquin,CA,95215
8/2/2016 0:28,8/2/2016 2:28,US/Pacific,38.653275,-121.225708,0,KMHR,,Sunset Ave,R,Fair Oaks,Sacramento,CA,95628
8/2/2016 0:07,8/2/2016 0:48,US/Pacific,39.374874,-123.325005,0,KUKI,19334,N Highway 101,L,Willits,Mendocino,CA,95490
8/2/2016 0:28,8/2/2016 0:48,US/Pacific,37.858086,-122.301193,0,KOAK,,I-580 W,R,Berkeley,Alameda,CA,94710
8/2/2016 0:29,8/2/2016 0:48,US/Pacific,37.544312,-122.28759,0,KSQL,,US-101 N,R,San Mateo,San Mateo,CA,94403
8/2/2016 0:17,8/2/2016 0:45,US/Pacific,38.160767,-121.688263,0,KSUU,,State Highway 12,R,Rio Vista,Solano,CA,94571
8/2/2016 0:30,8/2/2016 1:45,US/Pacific,38.171448,-121.592766,0,KSUU,16198,Isleton Rd,R,Isleton,Sacramento,CA,95641
8/2/2016 0:26,8/2/2016 0:48,US/Pacific,38.564941,-121.497467,0,KSAC,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95818
8/2/2016 0:34,8/2/2016 0:46,US/Pacific,38.641621,-121.470901,0,KMCC,,I-80 W,R,Sacramento,Sacramento,CA,95838
8/2/2016 0:47,8/2/2016 0:58,US/Pacific,39.470554,-123.360657,0,KUKI,27816,N Highway 101,L,Willits,Mendocino,CA,95490
8/2/2016 0:19,8/2/2016 0:58,US/Pacific,38.153263,-122.438133,0,KO69,4447,Sears Point Rd,R,Sonoma,Sonoma,CA,95476
8/2/2016 0:01,8/2/2016 0:59,US/Pacific,37.778156,-122.391953,0,KOAK,200,King St,R,San Francisco,San Francisco,CA,94107
8/2/2016 0:49,8/2/2016 1:00,US/Pacific,37.601318,-122.378677,0,KSFO,,Bayshore Fwy S,R,Burlingame,San Mateo,CA,94010
8/2/2016 0:47,8/2/2016 0:58,US/Pacific,37.45454,-122.130989,0,KPAO,,Bayshore Fwy S,R,Palo Alto,San Mateo,CA,94303
8/2/2016 0:46,8/2/2016 0:58,US/Pacific,37.872375,-122.042877,0,KCCR,,I-680 N,R,Alamo,Contra Costa,CA,94507
8/2/2016 0:42,8/2/2016 0:56,US/Pacific,36.983795,-121.95002,0,KWVI,,State Highway 1,R,Capitola,Santa Cruz,CA,95010
8/2/2016 0:38,8/2/2016 1:00,US/Pacific,37.376045,-121.938583,0,KSJC,,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95110
8/2/2016 0:46,8/2/2016 0:57,US/Pacific,38.154705,-121.675468,0,KSUU,2546,State Highway 12,R,Isleton,Sacramento,CA,95641
8/2/2016 0:46,8/2/2016 1:00,US/Pacific,38.564941,-121.497467,0,KSAC,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95818
8/2/2016 0:26,8/2/2016 1:00,US/Pacific,38.564941,-121.497467,0,KSAC,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95818
8/2/2016 0:36,8/2/2016 0:56,US/Pacific,38.561275,-121.484833,0,KSAC,,21st St,R,Sacramento,Sacramento,CA,95818
8/2/2016 0:48,8/2/2016 2:03,US/Pacific,38.640564,-121.47773,0,KMCC,,Northgate Blvd,R,Sacramento,Sacramento,CA,95834
8/2/2016 0:45,8/2/2016 0:59,US/Pacific,38.55883,-121.476105,0,KSAC,,I-80 Bus E,R,Sacramento,Sacramento,CA,95817
8/2/2016 0:48,8/2/2016 0:58,US/Pacific,38.496117,-121.46106,0,KSAC,3831,Florin Rd,L,Sacramento,Sacramento,CA,95823
8/2/2016 0:01,8/2/2016 1:00,US/Pacific,38.499947,-121.450249,0,KSAC,,CA-99 S,R,Sacramento,Sacramento,CA,95823
8/2/2016 0:43,8/2/2016 0:57,US/Pacific,38.115387,-121.281929,0,KSCK,704,W Kettleman Ln,L,Lodi,San Joaquin,CA,95240
8/2/2016 0:57,8/2/2016 1:07,US/Pacific,38.207554,-122.599197,0,KO69,4649,Redwood Hwy S,L,Petaluma,Sonoma,CA,94952
8/2/2016 0:44,8/2/2016 1:06,US/Pacific,37.872429,-122.505341,0,KSFO,4252,Bridgeway,R,Sausalito,Marin,CA,94965
8/2/2016 0:52,8/2/2016 1:03,US/Pacific,37.499683,-122.467224,0,KHAF,3531,Cabrillo Hwy N,L,Half Moon Bay,San Mateo,CA,94019
8/2/2016 0:51,8/2/2016 1:05,US/Pacific,37.706841,-122.394768,0,KSFO,,Bayshore Fwy S,R,Brisbane,San Mateo,CA,94005
8/2/2016 0:48,8/2/2016 1:08,US/Pacific,37.668118,-122.081055,0,KHWD,827,Jackson St,L,Hayward,Alameda,CA,94544
8/2/2016 0:51,8/2/2016 1:06,US/Pacific,37.670048,-122.08062,0,KHWD,22853,Foothill Blvd,R,Hayward,Alameda,CA,94541
8/2/2016 0:51,8/2/2016 1:21,US/Pacific,37.873821,-122.044273,0,KCCR,,I-680 N,R,Alamo,Contra Costa,CA,94507
8/2/2016 0:50,8/2/2016 1:08,US/Pacific,38.565781,-121.500595,0,KSAC,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95818
8/2/2016 0:45,8/2/2016 1:08,US/Pacific,38.561275,-121.484833,0,KSAC,,21st St,R,Sacramento,Sacramento,CA,95818
8/2/2016 0:58,8/2/2016 1:08,US/Pacific,38.561275,-121.484833,0,KSAC,,21st St,R,Sacramento,Sacramento,CA,95818
8/2/2016 0:01,8/2/2016 1:08,US/Pacific,38.487774,-121.437309,0,KSAC,,CA-99 S,R,Sacramento,Sacramento,CA,95823
8/2/2016 0:59,8/2/2016 1:16,US/Pacific,37.800381,-122.447044,0,KSFO,200,Richardson Ave,R,San Francisco,San Francisco,CA,94123
8/2/2016 0:52,8/2/2016 1:20,US/Pacific,37.796623,-122.395561,0,KOAK,,Washington St,R,San Francisco,San Francisco,CA,94111
8/2/2016 0:38,8/2/2016 1:20,US/Pacific,37.819237,-122.346939,0,KOAK,,Bay Bridge Trl,R,Oakland,Alameda,CA,94607
8/2/2016 1:09,8/2/2016 1:20,US/Pacific,37.945885,-122.324638,0,KCCR,,I-80 E,R,Richmond,Contra Costa,CA,94805
8/2/2016 0:35,8/2/2016 1:18,US/Pacific,38.256226,-122.303429,0,KAPC,,CA-12,R,Napa,Napa,CA,94559
8/2/2016 0:28,8/2/2016 1:19,US/Pacific,37.858086,-122.301193,0,KOAK,,I-580 W,R,Berkeley,Alameda,CA,94710
8/2/2016 0:59,8/2/2016 1:14,US/Pacific,37.835613,-122.295471,0,KOAK,,I-80 E,R,Emeryville,Alameda,CA,94608
8/2/2016 0:48,8/2/2016 1:19,US/Pacific,38.222599,-122.253304,0,KAPC,,Jameson Canyon Rd,R,Napa,Napa,CA,94558
8/2/2016 0:50,8/2/2016 1:19,US/Pacific,37.701656,-121.911758,0,KLVK,,I-580 E,R,Pleasanton,Alameda,CA,94588
8/2/2016 1:02,8/2/2016 1:18,US/Pacific,37.362156,-121.884384,0,KSJC,,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95112
8/2/2016 1:04,8/2/2016 1:15,US/Pacific,37.582363,-121.874092,0,KLVK,,I-680 N,R,Sunol,Alameda,CA,94586
8/2/2016 0:51,8/2/2016 1:20,US/Pacific,38.158676,-121.683464,0,KSUU,,State Highway 12,R,Rio Vista,Sacramento,CA,94571
8/2/2016 0:44,8/2/2016 1:20,US/Pacific,38.560341,-121.481171,0,KSAC,,US-50 E,R,Sacramento,Sacramento,CA,95818
8/2/2016 0:58,8/2/2016 1:16,US/Pacific,38.559032,-121.476891,0,KSAC,,I-80 Bus E,R,Sacramento,Sacramento,CA,95818
8/2/2016 1:00,8/2/2016 2:15,US/Pacific,38.541199,-121.473938,0,KSAC,,CA-99 S,R,Sacramento,Sacramento,CA,95817
8/2/2016 1:01,8/2/2016 1:17,US/Pacific,38.551945,-121.473892,0,KSAC,,Capital City Fwy E,R,Sacramento,Sacramento,CA,95817
8/2/2016 0:28,8/2/2016 1:18,US/Pacific,38.494297,-121.458458,0,KSAC,7254,Franklin Blvd,R,Sacramento,Sacramento,CA,95823
8/2/2016 1:09,8/2/2016 1:20,US/Pacific,38.554516,-121.457672,0,KSAC,4198,Sherman Way,R,Sacramento,Sacramento,CA,95817
8/2/2016 1:02,8/2/2016 1:20,US/Pacific,38.510441,-121.435608,0,KSAC,,Stockton Blvd,R,Sacramento,Sacramento,CA,95823
8/2/2016 0:50,8/2/2016 1:15,US/Pacific,38.495407,-121.428688,0,KSAC,,Stockton Blvd,R,Sacramento,Sacramento,CA,95823
12/1/2016 0:41,12/1/2016 0:53,US/Pacific,38.971371,-123.116615,0.23,KUKI,13506,S Highway 101,L,Hopland,Mendocino,CA,95449
11/18/2016 15:24,12/2/2016 15:53,US/Pacific,38.437099,-123.104111,0.01,KSTS,29093,Highway 116,R,Jenner,Sonoma,CA,95450
11/21/2016 15:10,6/1/2017 4:01,US/Pacific,38.381893,-123.08078,0.01,KSTS,101,Calle del Sol,L,Bodega Bay,Sonoma,CA,94923
11/18/2016 15:17,12/2/2016 15:46,US/Pacific,38.502483,-122.995354,0.01,KSTS,16101,Main St,R,Guerneville,Sonoma,CA,95446
11/21/2016 15:15,9/1/2017 3:01,US/Pacific,38.485935,-122.961983,0.01,KSTS,11180,Pocket Canyon Rd,R,Guerneville,Sonoma,CA,95446
12/1/2016 0:35,12/1/2016 1:05,US/Pacific,38.113972,-122.564674,0.01,KDVO,,Redwood Hwy S,R,Novato,Marin,CA,94945
11/11/2016 11:01,12/12/2016 10:59,US/Pacific,37.722942,-122.444771,0.4,KSFO,,San Jose Ave,R,San Francisco,San Francisco,CA,94112
