StartTime(UTC),EndTime(UTC),TimeZone,LocationLat,LocationLng,Distance(mi),AirportCode,Number,Street,Side,City,County,State,ZipCode
12/8/2016 4:39,12/8/2016 4:51,US/Pacific,37.86618,-121.669014,3.11,KLVK,,Vasco Rd,R,Brentwood,Contra Costa,CA,94513
12/8/2016 4:36,12/8/2016 4:51,US/Pacific,38.562893,-121.489738,2.99,KSAC,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95818
12/8/2016 4:39,12/8/2016 4:50,US/Pacific,38.562893,-121.489738,1.72,KSAC,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95818
12/8/2016 4:38,12/8/2016 4:49,US/Pacific,38.568737,-121.489288,0.4,KSAC,,R Street S Street Aly,R,Sacramento,Sacramento,CA,95811
12/8/2016 4:36,12/8/2016 4:50,US/Pacific,38.578552,-121.486908,1.14,KSAC,1408,J St,R,Sacramento,Sacramento,CA,95814
12/8/2016 4:34,12/8/2016 4:49,US/Pacific,38.448963,-121.371742,0.82,KSAC,8898,Silverberry Ave,L,Elk Grove,Sacramento,CA,95624
12/8/2016 4:37,12/8/2016 4:49,US/Pacific,38.480797,-121.334885,0.45,KMHR,,Bradshaw Rd,R,Sacramento,Sacramento,CA,95829
12/8/2016 4:34,12/8/2016 5:19,US/Pacific,38.822704,-121.300285,0.01,KLHM,,CA-65 S,R,Rocklin,Placer,CA,95765
12/8/2016 4:36,12/8/2016 4:49,US/Pacific,38.820686,-121.30027,0.69,KLHM,,CA-65 S,R,Rocklin,Placer,CA,95765
12/8/2016 4:38,12/8/2016 4:49,US/Pacific,38.605968,-121.269447,0.78,KMHR,2645,Sunrise Blvd,L,Rancho Cordova,Sacramento,CA,95742
12/8/2016 4:23,12/8/2016 4:51,US/Pacific,38.629364,-121.215363,0.18,KMHR,12404,Folsom Blvd,R,Rancho Cordova,Sacramento,CA,95742
12/8/2016 4:35,12/8/2016 5:20,US/Pacific,38.861195,-121.213737,0,KAUN,1580,English Colony Way,R,Penryn,Placer,CA,95663
12/8/2016 4:25,12/8/2016 4:51,US/Pacific,38.686161,-121.17836,2.58,KMHR,6677,Folsom Auburn Rd,R,Folsom,Sacramento,CA,95630
12/8/2016 4:37,12/8/2016 4:49,US/Pacific,38.642223,-121.135277,1.94,KMHR,,US-50 E,R,Folsom,Sacramento,CA,95630
12/8/2016 4:37,12/8/2016 4:48,US/Pacific,37.643871,-121.013344,3.55,KMOD,,CA-99 N,R,Modesto,Stanislaus,CA,95351
12/8/2016 4:44,12/8/2016 4:56,US/Pacific,38.427925,-122.767807,0.31,KSTS,,CA-12 E,R,Santa Rosa,Sonoma,CA,95407
12/8/2016 4:43,12/8/2016 5:01,US/Pacific,38.416695,-122.716103,6.83,KSTS,,Redwood Hwy S,R,Santa Rosa,Sonoma,CA,95407
12/8/2016 4:48,12/8/2016 5:00,US/Pacific,38.449638,-122.688446,0.62,KSTS,,Farmers Ln,R,Santa Rosa,Sonoma,CA,95405
12/8/2016 4:50,12/8/2016 5:20,US/Pacific,38.90192,-122.611679,0.01,KSTS,17233,Highway 29,L,Lower Lake,Lake,CA,95457
12/8/2016 4:47,12/8/2016 4:59,US/Pacific,38.001274,-122.537254,12.59,KDVO,,US-101 N,R,San Rafael,Marin,CA,94903
12/8/2016 4:50,12/8/2016 5:19,US/Pacific,37.967541,-122.518654,0.01,KDVO,,US-101 N,R,San Rafael,Marin,CA,94901
12/8/2016 4:45,12/8/2016 4:59,US/Pacific,37.714405,-122.442848,1.47,KSFO,5301,Mission St,L,San Francisco,San Francisco,CA,94112
12/8/2016 4:42,12/8/2016 4:57,US/Pacific,37.778763,-122.414803,1.05,KSFO,1198,Market St,R,San Francisco,San Francisco,CA,94102
12/8/2016 4:27,12/8/2016 4:56,US/Pacific,37.782417,-122.400681,0.94,KOAK,756,Folsom St,R,San Francisco,San Francisco,CA,94107
12/8/2016 4:46,12/8/2016 4:57,US/Pacific,37.79565,-122.394768,0.26,KOAK,32,The Embarcadero,L,San Francisco,San Francisco,CA,94111
12/8/2016 4:44,12/8/2016 5:13,US/Pacific,37.554192,-122.291412,0.01,KSQL,,J Arthur Younger Fwy W,R,San Mateo,San Mateo,CA,94403
12/8/2016 4:41,12/8/2016 4:59,US/Pacific,37.726711,-122.184059,3.15,KOAK,,I-880 N,R,Oakland,Alameda,CA,94603
12/8/2016 4:48,12/8/2016 4:59,US/Pacific,37.489109,-122.139534,2.63,KPAO,,Bayfront Expy E,R,Palo Alto,San Mateo,CA,94303
12/8/2016 4:49,12/8/2016 5:01,US/Pacific,37.426849,-122.100044,2.18,KPAO,,Bayshore Fwy S,R,Palo Alto,Santa Clara,CA,94303
12/8/2016 4:41,12/8/2016 4:59,US/Pacific,37.410675,-122.074478,0.01,KNUQ,,US-101 N,R,Mountain View,Santa Clara,CA,94043
12/8/2016 4:49,12/8/2016 5:18,US/Pacific,37.912777,-122.066925,0.01,KCCR,,I-680 N,R,Walnut Creek,Contra Costa,CA,94597
12/8/2016 4:45,12/8/2016 4:57,US/Pacific,37.36797,-121.996414,1.77,KNUQ,2502,Lawrence Expy,L,Sunnyvale,Santa Clara,CA,94086
12/8/2016 4:48,12/8/2016 5:00,US/Pacific,37.333237,-121.967735,1.64,KSJC,536,San Tomas Expy,L,Santa Clara,Santa Clara,CA,95051
12/8/2016 4:47,12/8/2016 4:58,US/Pacific,37.242973,-121.964859,1.44,KSJC,,CA-17 S,R,Los Gatos,Santa Clara,CA,95032
12/8/2016 4:44,12/8/2016 4:55,US/Pacific,37.755016,-121.962288,2.68,KLVK,,I-680 S,R,San Ramon,Contra Costa,CA,94583
12/8/2016 4:48,12/8/2016 4:59,US/Pacific,37.374779,-121.932587,4.45,KSJC,,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95110
12/8/2016 4:43,12/8/2016 5:00,US/Pacific,37.398907,-121.93232,1.01,KSJC,,Zanker Rd,R,San Jose,Santa Clara,CA,95134
12/8/2016 4:31,12/8/2016 5:00,US/Pacific,37.294247,-121.932236,1.31,KSJC,998,E Hamilton Ave,L,Campbell,Santa Clara,CA,95008
12/8/2016 4:44,12/8/2016 5:00,US/Pacific,37.690254,-121.918358,2.97,KLVK,,I-680 N,R,Pleasanton,Alameda,CA,94588
12/8/2016 4:01,12/8/2016 5:00,US/Pacific,37.311504,-121.884705,4.45,KSJC,,Guadalupe Pkwy S,R,San Jose,Santa Clara,CA,95110
12/8/2016 4:47,12/8/2016 4:59,US/Pacific,37.253124,-121.84214,1.24,KRHV,,CA-85 S,R,San Jose,Santa Clara,CA,95123
12/8/2016 4:46,12/8/2016 4:58,US/Pacific,37.702068,-121.719765,0.39,KLVK,,S Vasco Rd,R,Livermore,Alameda,CA,94551
12/8/2016 4:49,12/8/2016 5:00,US/Pacific,38.565781,-121.500595,5.22,KSAC,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95818
12/8/2016 4:49,12/8/2016 5:00,US/Pacific,38.560436,-121.481537,7.99,KSAC,,CA-99 S,R,Sacramento,Sacramento,CA,95818
12/8/2016 4:48,12/8/2016 5:33,US/Pacific,38.647324,-121.478188,0.01,KMCC,699,N Market Blvd,R,Sacramento,Sacramento,CA,95834
12/8/2016 4:44,12/8/2016 4:59,US/Pacific,38.55365,-121.474228,2.82,KSAC,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95817
12/8/2016 3:48,12/8/2016 5:01,US/Pacific,38.642204,-121.44133,4.83,KMCC,,I-80 E,R,Sacramento,Sacramento,CA,95838
12/8/2016 4:43,12/8/2016 4:58,US/Pacific,38.637787,-121.382942,0.88,KMCC,4130,Watt Ave,R,Sacramento,Sacramento,CA,95821
12/8/2016 4:46,12/8/2016 4:58,US/Pacific,38.554459,-121.372375,0.31,KMHR,8888,Folsom Blvd,R,Sacramento,Sacramento,CA,95826
12/8/2016 4:46,12/8/2016 4:58,US/Pacific,38.452667,-121.371628,0.01,KMHR,,Calvine Rd,R,Sacramento,Sacramento,CA,95829
12/8/2016 4:49,12/8/2016 5:34,US/Pacific,38.648083,-121.341209,0.01,KMCC,5252,Winding Way,R,Carmichael,Sacramento,CA,95608
12/8/2016 4:33,12/8/2016 5:00,US/Pacific,38.817745,-121.300072,2.46,KLHM,,CA-65 N,R,Rocklin,Placer,CA,95765
12/8/2016 4:50,12/8/2016 5:34,US/Pacific,38.627972,-121.266029,0.01,KMHR,,Gold Country Blvd,R,Rancho Cordova,Sacramento,CA,95670
12/8/2016 4:48,12/8/2016 5:00,US/Pacific,38.769192,-121.249664,0.98,KMCC,,I-80 E,R,Roseville,Placer,CA,95661
12/8/2016 4:59,12/8/2016 5:12,US/Pacific,37.971748,-122.521568,2.84,KDVO,,US-101 N,R,San Rafael,Marin,CA,94901
12/8/2016 4:55,12/8/2016 5:24,US/Pacific,37.976284,-122.520477,0.01,KDVO,,US-101 N,R,San Rafael,Marin,CA,94901
12/8/2016 4:48,12/8/2016 5:11,US/Pacific,37.649658,-122.471771,0.41,KSFO,2293,Skyline Blvd,L,Daly City,San Mateo,CA,94015
12/8/2016 4:26,12/8/2016 5:08,US/Pacific,37.625629,-122.447929,1.7,KSFO,1893,Skyline Blvd,R,San Bruno,San Mateo,CA,94066
12/8/2016 4:45,12/8/2016 5:13,US/Pacific,37.715981,-122.440247,0.83,KSFO,954,Geneva Ave,R,San Francisco,San Francisco,CA,94112
12/8/2016 4:52,12/8/2016 5:07,US/Pacific,37.799431,-122.438965,0.81,KSFO,2277,Lombard St,L,San Francisco,San Francisco,CA,94123
12/8/2016 5:00,12/8/2016 5:12,US/Pacific,37.800415,-122.424438,0.51,KOAK,2699,Van Ness Ave,R,San Francisco,San Francisco,CA,94109
12/8/2016 5:00,12/8/2016 5:11,US/Pacific,37.773914,-122.418976,1.04,KSFO,65,S Van Ness Ave,L,San Francisco,San Francisco,CA,94103
12/8/2016 5:00,12/8/2016 5:11,US/Pacific,37.742451,-122.397453,1.38,KSFO,,Kirkwood Ave,R,San Francisco,San Francisco,CA,94124
12/8/2016 4:59,12/8/2016 5:11,US/Pacific,37.530712,-122.28952,0.46,KSQL,4130,S El Camino Real,R,San Mateo,San Mateo,CA,94403
12/8/2016 5:00,12/8/2016 5:11,US/Pacific,37.857803,-122.242973,0.93,KOAK,41,Tunnel Rd,L,Berkeley,Alameda,CA,94705
12/8/2016 4:58,12/8/2016 5:10,US/Pacific,37.603172,-122.201187,2.38,KSQL,,CA-92 E,R,San Mateo,San Mateo,CA,94404
12/8/2016 5:01,12/8/2016 5:12,US/Pacific,37.45113,-122.125244,1.86,KPAO,,US-101 N,R,Palo Alto,Santa Clara,CA,94303
12/8/2016 4:52,12/8/2016 5:12,US/Pacific,37.428322,-122.101288,4.19,KPAO,,US-101 N,R,Palo Alto,Santa Clara,CA,94303
12/8/2016 5:01,12/8/2016 5:13,US/Pacific,37.651432,-122.09024,0.91,KHWD,290,W Jackson St,L,Hayward,Alameda,CA,94544
12/8/2016 5:01,12/8/2016 5:30,US/Pacific,37.535507,-122.075211,0.01,KHWD,,CA-84 W,R,Fremont,Alameda,CA,94555
12/8/2016 4:53,12/8/2016 5:23,US/Pacific,37.575054,-122.046898,0.01,KHWD,,I-880 N,R,Fremont,Alameda,CA,94555
12/8/2016 4:50,12/8/2016 5:09,US/Pacific,36.984467,-122.029854,0.51,KWVI,,State Highway 1,R,Santa Cruz,Santa Cruz,CA,95060
12/8/2016 4:57,12/8/2016 6:57,US/Pacific,37.363499,-121.897865,0.01,KSJC,,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95112
12/8/2016 4:50,12/8/2016 5:12,US/Pacific,36.974861,-121.897842,7.11,KWVI,,State Highway 1,R,Aptos,Santa Cruz,CA,95003
12/8/2016 4:57,12/8/2016 5:09,US/Pacific,38.015652,-121.889824,0.41,KCCR,2109,Railroad Ave,L,Pittsburg,Contra Costa,CA,94565
12/8/2016 4:56,12/8/2016 5:26,US/Pacific,37.362774,-121.887871,0.01,KSJC,,US-101 N,R,San Jose,Santa Clara,CA,95112
12/8/2016 3:48,12/8/2016 5:13,US/Pacific,37.252094,-121.88723,4.47,KRHV,,CA-85 S,R,San Jose,Santa Clara,CA,95118
12/8/2016 1:22,12/8/2016 5:12,US/Pacific,37.592411,-121.881081,2.64,KLVK,9167,Paloma Rd,R,Sunol,Alameda,CA,94586
12/8/2016 4:01,12/8/2016 5:08,US/Pacific,37.286362,-121.869087,6.49,KSJC,,Guadalupe Fwy S,R,San Jose,Santa Clara,CA,95125
12/8/2016 4:30,12/8/2016 5:11,US/Pacific,36.608719,-121.853828,2.02,KMRY,1550,Del Monte Blvd,R,Seaside,Monterey,CA,93955
12/8/2016 4:57,12/8/2016 5:10,US/Pacific,36.570702,-121.804283,1.09,KMRY,3046,Monterey Salinas Hwy,R,Monterey,Monterey,CA,93940
12/8/2016 4:55,12/8/2016 5:07,US/Pacific,37.699867,-121.718628,0.44,KLVK,306,S Vasco Rd,L,Livermore,Alameda,CA,94551
12/8/2016 4:49,12/8/2016 5:13,US/Pacific,37.860329,-121.659813,1.9,KLVK,,Vasco Rd,R,Byron,Contra Costa,CA,94514
12/8/2016 4:53,12/8/2016 5:12,US/Pacific,36.670818,-121.642075,0.84,KSNS,,John St,R,Salinas,Monterey,CA,93901
12/8/2016 4:51,12/8/2016 5:12,US/Pacific,38.571587,-121.592522,3.28,KEDU,,I-80 W,R,Davis,Yolo,CA,95618
12/8/2016 3:30,12/8/2016 5:11,US/Pacific,38.567013,-121.505203,11.51,KSAC,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95818
12/8/2016 4:47,12/8/2016 6:47,US/Pacific,38.564346,-121.4981,0,KSAC,1116,X St,R,Sacramento,Sacramento,CA,95818
12/8/2016 3:48,12/8/2016 5:09,US/Pacific,38.641354,-121.458916,3.88,KMCC,,I-80 E,R,Sacramento,Sacramento,CA,95838
12/8/2016 5:01,12/8/2016 5:30,US/Pacific,38.115944,-121.398148,0.01,KSCK,,I-5 S,R,Lodi,San Joaquin,CA,95242
12/8/2016 4:58,12/8/2016 5:12,US/Pacific,38.574142,-121.38311,2.82,KMHR,3499,Fair Oaks Blvd,R,Sacramento,Sacramento,CA,95864
12/8/2016 5:01,12/8/2016 5:12,US/Pacific,38.508148,-121.371445,0.43,KMHR,6370,S Watt Ave,R,Sacramento,Sacramento,CA,95829
12/8/2016 4:51,12/8/2016 5:36,US/Pacific,38.811741,-121.300392,0.01,KLHM,,CA-65 S,R,Rocklin,Placer,CA,95765
12/8/2016 4:50,12/8/2016 5:20,US/Pacific,37.710564,-121.083138,0.01,KMOD,,CA-99 N,R,Salida,Stanislaus,CA,95368
12/8/2016 5:02,12/8/2016 5:13,US/Pacific,37.672798,-121.041351,2.51,KMOD,,CA-99 S,R,Modesto,Stanislaus,CA,95350
12/8/2016 4:54,12/8/2016 5:12,US/Pacific,39.23698,-120.752838,0.4,KBLU,,I-80 E,R,Alta,Placer,CA,95701
12/8/2016 4:52,12/8/2016 5:15,US/Pacific,38.411926,-122.794495,0.63,KSTS,1199,Nahmens Rd,R,Santa Rosa,Sonoma,CA,95407
12/8/2016 5:04,12/8/2016 5:20,US/Pacific,38.432526,-122.718948,0.23,KSTS,,Railroad St,R,Santa Rosa,Sonoma,CA,95407
12/8/2016 5:03,12/8/2016 5:15,US/Pacific,38.449638,-122.688446,0.62,KSTS,,Farmers Ln,R,Santa Rosa,Sonoma,CA,95405
12/8/2016 5:04,12/8/2016 5:15,US/Pacific,38.200703,-122.598305,6.55,KO69,4847,Redwood Hwy S,L,Petaluma,Sonoma,CA,94952
12/8/2016 4:54,12/8/2016 5:21,US/Pacific,37.728088,-122.474968,1.04,KSFO,3365,19th Ave,L,San Francisco,San Francisco,CA,94132
12/8/2016 5:10,12/8/2016 5:22,US/Pacific,37.79882,-122.444923,0.35,KSFO,1,Richardson Ave,L,San Francisco,San Francisco,CA,94123
12/8/2016 4:44,12/8/2016 5:19,US/Pacific,37.774197,-122.43663,0.94,KSFO,1140,Fell St,R,San Francisco,San Francisco,CA,94117
12/8/2016 5:05,12/8/2016 5:17,US/Pacific,37.801144,-122.426208,0.35,KSFO,1500,Lombard St,L,San Francisco,San Francisco,CA,94123
12/8/2016 5:08,12/8/2016 5:19,US/Pacific,37.79126,-122.425888,0.77,KOAK,1942,Gough St,R,San Francisco,San Francisco,CA,94109
12/8/2016 5:08,12/8/2016 5:20,US/Pacific,37.480164,-122.407005,0.53,KHAF,12335,San Mateo Rd,L,Half Moon Bay,San Mateo,CA,94019
12/8/2016 5:08,12/8/2016 5:19,US/Pacific,37.763367,-122.405243,1.26,KSFO,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94110
12/8/2016 3:53,12/8/2016 5:21,US/Pacific,37.780079,-122.394318,0.99,KOAK,601,3rd St,L,San Francisco,San Francisco,CA,94107
12/8/2016 3:56,12/8/2016 5:18,US/Pacific,37.822887,-122.300667,0.3,KOAK,,I-880 N,R,Oakland,Alameda,CA,94607
12/8/2016 4:00,12/8/2016 5:22,US/Pacific,38.231419,-122.258888,1.68,KAPC,1135,Napa Vallejo Hwy,L,Napa,Napa,CA,94558
12/8/2016 4:54,12/8/2016 5:22,US/Pacific,37.811321,-122.247986,1.24,KOAK,787,Grand Ave,R,Oakland,Alameda,CA,94610
12/8/2016 5:10,12/8/2016 5:21,US/Pacific,37.775322,-122.162285,3.29,KOAK,,I-580 E,R,Oakland,Alameda,CA,94605
12/8/2016 5:07,12/8/2016 5:21,US/Pacific,37.455353,-122.131989,6.51,KPAO,,US-101 N,R,Palo Alto,San Mateo,CA,94303
12/8/2016 5:10,12/8/2016 5:22,US/Pacific,37.43388,-122.107399,1.55,KPAO,3549,W Bayshore Rd,L,Palo Alto,Santa Clara,CA,94303
12/8/2016 5:07,12/8/2016 5:19,US/Pacific,37.90662,-122.058777,0.21,KCCR,,Civic Dr,R,Walnut Creek,Contra Costa,CA,94596
12/8/2016 4:54,12/8/2016 5:15,US/Pacific,37.947884,-122.056892,13.99,KCCR,,I-680 N,R,Pleasant Hill,Contra Costa,CA,94523
12/8/2016 5:07,12/8/2016 5:19,US/Pacific,37.693481,-122.055244,2.66,KHWD,,I-580 E,R,Castro Valley,Alameda,CA,94552
12/8/2016 5:04,12/8/2016 5:21,US/Pacific,37.698174,-121.946716,5.19,KLVK,,I-580 E,R,Pleasanton,Alameda,CA,94588
12/8/2016 5:03,12/8/2016 5:22,US/Pacific,37.340611,-121.900017,3.49,KSJC,,Guadalupe Pkwy S,R,San Jose,Santa Clara,CA,95110
12/8/2016 4:50,12/8/2016 5:15,US/Pacific,36.974998,-121.895782,7.3,KWVI,,State Highway 1,R,Aptos,Santa Cruz,CA,95003
12/8/2016 5:09,12/8/2016 5:21,US/Pacific,37.242008,-121.769279,0.01,KRHV,,S Valley Fwy S,R,San Jose,Santa Clara,CA,95138
12/8/2016 5:09,12/8/2016 5:21,US/Pacific,38.572025,-121.487862,0.64,KSAC,1510,16th St,R,Sacramento,Sacramento,CA,95814
12/8/2016 5:10,12/8/2016 5:21,US/Pacific,38.58456,-121.458305,2.1,KSAC,,Capital City Fwy E,R,Sacramento,Sacramento,CA,95816
12/8/2016 5:06,12/8/2016 5:17,US/Pacific,38.570869,-121.458122,0.78,KSAC,973,36th St,L,Sacramento,Sacramento,CA,95816
12/8/2016 5:08,12/8/2016 5:19,US/Pacific,38.596722,-121.38308,1.26,KMCC,1731,Watt Ave,L,Sacramento,Sacramento,CA,95825
12/8/2016 5:02,12/8/2016 5:18,US/Pacific,38.453682,-121.371788,0.67,KMHR,8398,Elk Grove Florin Rd,R,Sacramento,Sacramento,CA,95829
12/8/2016 4:36,12/8/2016 5:22,US/Pacific,38.812378,-121.300385,3.2,KLHM,,CA-65 S,R,Rocklin,Placer,CA,95765
12/8/2016 5:08,12/8/2016 5:22,US/Pacific,39.304558,-120.652359,5.6,KBLU,,I-80 W,R,Emigrant Gap,Placer,CA,95715
12/8/2016 5:15,12/8/2016 5:29,US/Pacific,38.424088,-122.71492,5.52,KSTS,,US-101 N,R,Santa Rosa,Sonoma,CA,95404
12/8/2016 5:11,12/8/2016 5:30,US/Pacific,37.961414,-122.507591,0,KDVO,,I-580 W,R,San Rafael,Marin,CA,94901
12/8/2016 4:29,12/8/2016 5:28,US/Pacific,38.153263,-122.438133,4.23,KO69,4447,Sears Point Rd,R,Sonoma,Sonoma,CA,95476
12/8/2016 5:19,12/8/2016 5:49,US/Pacific,37.75703,-122.4189,0.01,KSFO,2498,Mission St,R,San Francisco,San Francisco,CA,94110
12/8/2016 5:15,12/8/2016 5:27,US/Pacific,37.825123,-122.311508,0.01,KOAK,,I-80 W,R,Oakland,Alameda,CA,94607
12/8/2016 5:11,12/8/2016 6:11,US/Pacific,37.602798,-122.202446,0.01,KSQL,,CA-92 E,R,San Mateo,San Mateo,CA,94404
12/8/2016 5:14,12/8/2016 5:26,US/Pacific,37.775322,-122.162285,12.46,KOAK,,I-580 E,R,Oakland,Alameda,CA,94605
12/8/2016 5:18,12/8/2016 5:29,US/Pacific,37.462818,-122.141716,1.18,KPAO,2100,University Ave,R,East Palo Alto,Santa Clara,CA,94303
12/8/2016 5:17,12/8/2016 5:28,US/Pacific,37.570862,-122.045265,4.44,KHWD,,Paseo Padre Pkwy,R,Fremont,Alameda,CA,94555
12/8/2016 5:17,12/8/2016 5:28,US/Pacific,37.874813,-122.044746,8.05,KCCR,,I-680 N,R,Alamo,Contra Costa,CA,94507
12/8/2016 3:35,12/8/2016 5:29,US/Pacific,37.565495,-122.036865,1.22,KPAO,4490,Decoto Rd,L,Fremont,Alameda,CA,94536
12/8/2016 5:10,12/8/2016 5:29,US/Pacific,37.32933,-121.967728,2.23,KSJC,,San Tomas Expy,R,Santa Clara,Santa Clara,CA,95050
12/8/2016 5:16,12/8/2016 5:27,US/Pacific,37.369968,-121.926552,0.95,KSJC,,Charcot Ave,R,San Jose,Santa Clara,CA,95110
12/8/2016 5:18,12/8/2016 5:30,US/Pacific,37.454742,-121.895805,0.68,KSJC,,I-680 S,R,Milpitas,Santa Clara,CA,95035
12/8/2016 5:14,12/8/2016 5:29,US/Pacific,36.569809,-121.799561,1.36,KMRY,3056,Monterey Salinas Hwy,R,Monterey,Monterey,CA,93940
12/8/2016 4:58,12/8/2016 5:30,US/Pacific,37.927364,-121.733597,2.57,KLVK,,State Route 4,R,Brentwood,Contra Costa,CA,94513
12/8/2016 5:13,12/8/2016 5:25,US/Pacific,38.595398,-121.382904,0.33,KMHR,1680,Watt Ave,R,Sacramento,Sacramento,CA,95864
12/8/2016 5:06,12/8/2016 5:30,US/Pacific,37.774899,-121.320824,4.44,KSCK,,I-5 N,R,Lathrop,San Joaquin,CA,95330
12/8/2016 5:08,12/8/2016 6:08,US/Pacific,38.822769,-121.299911,0.01,KLHM,,CA-65 N,R,Rocklin,Placer,CA,95765
12/8/2016 5:15,12/8/2016 5:26,US/Pacific,38.615417,-121.269012,1.06,KMHR,2407,Sunrise Blvd,R,Gold River,Sacramento,CA,95670
12/8/2016 2:31,12/8/2016 5:30,US/Pacific,37.652412,-121.024178,3.77,KMOD,,CA-99 S,R,Modesto,Stanislaus,CA,95351
12/8/2016 5:28,12/8/2016 5:58,US/Pacific,38.435131,-122.687584,0.01,KSTS,,Hoen Frontage Rd,R,Santa Rosa,Sonoma,CA,95405
12/8/2016 5:30,12/8/2016 5:42,US/Pacific,38.254871,-122.643013,2.04,KO69,,US-101 N,R,Petaluma,Sonoma,CA,94954
12/8/2016 5:32,12/8/2016 5:43,US/Pacific,37.973957,-122.520973,2.47,KDVO,,Mission Ave,R,San Rafael,Marin,CA,94901
12/8/2016 5:28,12/8/2016 5:43,US/Pacific,37.800861,-122.427673,1.31,KSFO,1599,Lombard St,L,San Francisco,San Francisco,CA,94123
12/8/2016 4:26,12/8/2016 5:42,US/Pacific,37.739628,-122.424339,0.4,KSFO,974,San Jose Ave,L,San Francisco,San Francisco,CA,94110
12/8/2016 5:23,12/8/2016 5:43,US/Pacific,37.802673,-122.231583,8.11,KOAK,,I-580 E,R,Oakland,Alameda,CA,94610
12/8/2016 5:31,12/8/2016 5:42,US/Pacific,37.775322,-122.162285,2.86,KOAK,,I-580 E,R,Oakland,Alameda,CA,94605
12/8/2016 5:28,12/8/2016 5:43,US/Pacific,37.481956,-122.15036,1.68,KPAO,,Willow Rd,R,Menlo Park,San Mateo,CA,94025
12/8/2016 5:32,12/8/2016 6:02,US/Pacific,37.690506,-122.078224,0.01,KHWD,,I-580 E,R,Castro Valley,Alameda,CA,94546
12/8/2016 5:31,12/8/2016 5:42,US/Pacific,37.401299,-122.038948,2.13,KNUQ,,Bayshore Fwy S,R,Mountain View,Santa Clara,CA,94043
12/8/2016 5:31,12/8/2016 5:42,US/Pacific,37.844162,-122.02314,5.28,KCCR,,I-680 N,R,Alamo,Contra Costa,CA,94507
12/8/2016 5:30,12/8/2016 5:59,US/Pacific,37.410728,-121.992172,0.01,KNUQ,,CA-237 W,R,Sunnyvale,Santa Clara,CA,94089
12/8/2016 5:29,12/8/2016 5:41,US/Pacific,37.331814,-121.912399,1.72,KSJC,1229,The Alameda,L,San Jose,Santa Clara,CA,95126
12/8/2016 5:20,12/8/2016 5:41,US/Pacific,37.250526,-121.903671,2.83,KRHV,,CA-85 S,R,San Jose,Santa Clara,CA,95118
12/8/2016 5:28,12/8/2016 5:58,US/Pacific,36.976856,-121.900253,0.01,KWVI,,Trout Gulch Rd,R,Aptos,Santa Cruz,CA,95003
12/8/2016 5:27,12/8/2016 5:54,US/Pacific,37.451412,-121.893028,0.01,KSJC,,I-680 S,R,Milpitas,Santa Clara,CA,95035
12/8/2016 5:31,12/8/2016 5:43,US/Pacific,37.32946,-121.886688,0.38,KSJC,3,Viola Ave,R,San Jose,Santa Clara,CA,95110
12/8/2016 5:23,12/8/2016 5:41,US/Pacific,37.867531,-121.671112,3.66,KLVK,,Vasco Rd,R,Brentwood,Contra Costa,CA,94513
12/8/2016 5:31,12/8/2016 5:42,US/Pacific,38.563705,-121.492844,1.03,KSAC,2321,15th St,L,Sacramento,Sacramento,CA,95818
12/8/2016 5:30,12/8/2016 5:43,US/Pacific,38.580994,-121.483994,1.29,KSAC,720,16th St,R,Sacramento,Sacramento,CA,95814
12/8/2016 4:27,12/8/2016 5:41,US/Pacific,38.556744,-121.445229,7.11,KSAC,,US-50 E,R,Sacramento,Sacramento,CA,95819
12/8/2016 4:27,12/8/2016 5:43,US/Pacific,38.556744,-121.445229,6.38,KSAC,,US-50 E,R,Sacramento,Sacramento,CA,95819
12/8/2016 5:19,12/8/2016 5:40,US/Pacific,38.485535,-121.434937,4.1,KSAC,,CA-99 S,R,Sacramento,Sacramento,CA,95823
12/8/2016 4:36,12/8/2016 5:36,US/Pacific,38.829716,-121.300194,2.01,KLHM,,CA-65 S,R,Rocklin,Placer,CA,95765
12/8/2016 5:30,12/8/2016 6:45,US/Pacific,38.642143,-121.162064,0.01,KMHR,,US-50 E,R,Rancho Cordova,Sacramento,CA,95742
12/8/2016 5:31,12/8/2016 6:01,US/Pacific,37.418751,-120.84996,0.01,KMER,19999,August Ave,R,Hilmar,Merced,CA,95324
12/8/2016 5:31,12/8/2016 6:00,US/Pacific,37.44873,-120.79763,0.01,KMER,,Bradbury Rd,R,Delhi,Merced,CA,95315
12/8/2016 5:27,12/8/2016 5:43,US/Pacific,39.234768,-120.754417,0.74,KBLU,,I-80 E,R,Alta,Placer,CA,95701
12/8/2016 5:31,12/8/2016 5:42,US/Pacific,39.282227,-120.706978,3.62,KBLU,,I-80 E,R,Alta,Placer,CA,95701
12/8/2016 5:26,12/8/2016 5:37,US/Pacific,39.325016,-120.602364,2.47,KBLU,,I-80 W,R,Soda Springs,Nevada,CA,95728
